C,SETP.WORLD,TER_DAILY,AEMO,PUBLIC,2019/04/29,08:00:01,0000000307280891,,0000000307280891
I,EMSLIMITS,LIM_ALTLIM,1,"SITE ID","EQUIPMENT TYPE","EQUIPMENT ID","REGION ID","RATING LEVEL","ALTERNATE VALUE ID",RATING,"RATING TYPE","SPD ID","EFFECTIVE FROM","EFFECTIVE TO"
D,EMSLIMITS,LIM_ALTLIM,1,CROOKWF,LINE,3H,NSW1,LDSH,N_SUM_N,1128,STATIC,NRAT15_CRGR3H,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CROOKWF,LINE,3H,NSW1,LDSH,N_WIN_D,1223,STATIC,NRAT15_CRGR3H,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CROOKWF,LINE,3H,NSW1,LDSH,N_WIN_N,1270,STATIC,NRAT15_CRGR3H,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,6,NSW1,LDSH,N_AUT/SPR_D,1074,STATIC,NRAT15_CWCN6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,6,NSW1,LDSH,N_AUT/SPR_N,1080,STATIC,NRAT15_CWCN6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,6,NSW1,LDSH,N_SUM_D,1011,STATIC,NRAT15_CWCN6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,6,NSW1,LDSH,N_SUM_N,1080,STATIC,NRAT15_CWCN6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,6,NSW1,LDSH,N_WIN_D,1080,STATIC,NRAT15_CWCN6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,6,NSW1,LDSH,N_WIN_N,1080,STATIC,NRAT15_CWCN6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,3W,NSW1,LDSH,N_AUT/SPR_D,1008,STATIC,NRAT15_CWKV3W,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,3W,NSW1,LDSH,N_AUT/SPR_N,1008,STATIC,NRAT15_CWKV3W,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,3W,NSW1,LDSH,N_SUM_D,1008,STATIC,NRAT15_CWKV3W,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,3W,NSW1,LDSH,N_SUM_N,1008,STATIC,NRAT15_CWKV3W,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,3W,NSW1,LDSH,N_WIN_D,1008,STATIC,NRAT15_CWKV3W,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CAPITAL,LINE,3W,NSW1,LDSH,N_WIN_N,1008,STATIC,NRAT15_CWKV3W,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8C,NSW1,LDSH,N_AUT/SPR_D,1429,STATIC,NRAT15_DMAR8C,"2019/01/16 10:55:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8C,NSW1,LDSH,N_AUT/SPR_N,1429,STATIC,NRAT15_DMAR8C,"2019/01/16 10:55:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8C,NSW1,LDSH,N_SUM_D,1406,STATIC,NRAT15_DMAR8C,"2019/01/16 10:55:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8C,NSW1,LDSH,N_SUM_N,1429,STATIC,NRAT15_DMAR8C,"2019/01/16 10:55:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8C,NSW1,LDSH,N_WIN_D,1429,STATIC,NRAT15_DMAR8C,"2019/01/16 10:55:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8C,NSW1,LDSH,N_WIN_N,1429,STATIC,NRAT15_DMAR8C,"2019/01/16 10:55:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8L,NSW1,LDSH,N_AUT/SPR_D,-1429,STATIC,NRAT15_DMBCK8L_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8L,NSW1,LDSH,N_AUT/SPR_N,-1429,STATIC,NRAT15_DMBCK8L_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8L,NSW1,LDSH,N_SUM_D,-1406,STATIC,NRAT15_DMBCK8L_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8L,NSW1,LDSH,N_SUM_N,-1429,STATIC,NRAT15_DMBCK8L_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8L,NSW1,LDSH,N_WIN_D,-1429,STATIC,NRAT15_DMBCK8L_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8L,NSW1,LDSH,N_WIN_N,-1429,STATIC,NRAT15_DMBCK8L_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8M,NSW1,LDSH,N_AUT/SPR_D,-1429,STATIC,NRAT15_DMBCK8M_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8M,NSW1,LDSH,N_AUT/SPR_N,-1429,STATIC,NRAT15_DMBCK8M_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8M,NSW1,LDSH,N_SUM_D,-1406,STATIC,NRAT15_DMBCK8M_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8M,NSW1,LDSH,N_SUM_N,-1429,STATIC,NRAT15_DMBCK8M_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8M,NSW1,LDSH,N_WIN_D,-1429,STATIC,NRAT15_DMBCK8M_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8M,NSW1,LDSH,N_WIN_N,-1429,STATIC,NRAT15_DMBCK8M_NEG,"2015/03/12 10:25:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8J,NSW1,LDSH,N_AUT/SPR_D,1372,STATIC,NRAT15_DMSR8J,"2019/01/16 11:05:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8J,NSW1,LDSH,N_AUT/SPR_N,1372,STATIC,NRAT15_DMSR8J,"2019/01/16 11:05:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8J,NSW1,LDSH,N_SUM_D,1280,STATIC,NRAT15_DMSR8J,"2019/01/16 11:05:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8J,NSW1,LDSH,N_SUM_N,1372,STATIC,NRAT15_DMSR8J,"2019/01/16 11:05:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8J,NSW1,LDSH,N_WIN_D,1372,STATIC,NRAT15_DMSR8J,"2019/01/16 11:05:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DUMARESQ,LINE,8J,NSW1,LDSH,N_WIN_N,1372,STATIC,NRAT15_DMSR8J,"2019/01/16 11:05:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DAPTO,LINE,18,NSW1,LDSH,N_AUT/SPR_D,1102,STATIC,NRAT15_DTKV18,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DAPTO,LINE,18,NSW1,LDSH,N_AUT/SPR_N,1134,STATIC,NRAT15_DTKV18,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DAPTO,LINE,18,NSW1,LDSH,N_SUM_D,1011,STATIC,NRAT15_DTKV18,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DAPTO,LINE,18,NSW1,LDSH,N_SUM_N,1134,STATIC,NRAT15_DTKV18,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DAPTO,LINE,18,NSW1,LDSH,N_WIN_D,1134,STATIC,NRAT15_DTKV18,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,DAPTO,LINE,18,NSW1,LDSH,N_WIN_N,1134,STATIC,NRAT15_DTKV18,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ERARING,LINE,93,NSW1,LDSH,N_AUT/SPR_D,1500,STATIC,NRAT15_ERNC93,"2011/02/18 08:30:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ERARING,LINE,93,NSW1,LDSH,N_AUT/SPR_N,1500,STATIC,NRAT15_ERNC93,"2011/02/18 08:30:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ERARING,LINE,93,NSW1,LDSH,N_SUM_D,1500,STATIC,NRAT15_ERNC93,"2011/02/18 08:30:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ERARING,LINE,93,NSW1,LDSH,N_SUM_N,1500,STATIC,NRAT15_ERNC93,"2011/02/18 08:30:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ERARING,LINE,93,NSW1,LDSH,N_WIN_D,1500,STATIC,NRAT15_ERNC93,"2011/02/18 08:30:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ERARING,LINE,93,NSW1,LDSH,N_WIN_N,1500,STATIC,NRAT15_ERNC93,"2011/02/18 08:30:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3H,NSW1,LDSH,N_AUT/SPR_D,1109,STATIC,NRAT15_GRCR3H,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3H,NSW1,LDSH,N_AUT/SPR_N,1175,STATIC,NRAT15_GRCR3H,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3H,NSW1,LDSH,N_SUM_D,1090,STATIC,NRAT15_GRCR3H,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3H,NSW1,LDSH,N_SUM_N,1128,STATIC,NRAT15_GRCR3H,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3H,NSW1,LDSH,N_WIN_D,1223,STATIC,NRAT15_GRCR3H,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3H,NSW1,LDSH,N_WIN_N,1270,STATIC,NRAT15_GRCR3H,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3J,NSW1,LDSH,N_AUTSPR_D_D,1109,DYNAMIC,NRAT15_GRYS3J,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3J,NSW1,LDSH,N_AUTSPR_N_D,1175,DYNAMIC,NRAT15_GRYS3J,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3J,NSW1,LDSH,N_SUM_D_D,1090,DYNAMIC,NRAT15_GRYS3J,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3J,NSW1,LDSH,N_SUM_N_D,1128,DYNAMIC,NRAT15_GRYS3J,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3J,NSW1,LDSH,N_WIN_D_D,1223,DYNAMIC,NRAT15_GRYS3J,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,GRWF,LINE,3J,NSW1,LDSH,N_WIN_N_D,1270,DYNAMIC,NRAT15_GRYS3J,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,JINDERA,LINE,060,NSW1,LDSH,N_AUT/SPR_D,1008,STATIC,NRAT15_JNWO060,"2014/03/28 09:35:00","9999/12/31 00:00:00"
